product_name,category,brand,style,color,price,room_type,product_url,image_url,Date
DHP Emerson Metal Canopy Bed Queen White,Bed,Amazon,"Boho, Modern",White,169.99,Bedroom,https://www.amazon.com/DHP-Emerson-Metal-Canopy-Queen/dp/B07YYL4ZST,https://m.media-amazon.com/images/I/51HdZx4WUjL._AC_SY300_SX300_QL70_FMwebp_.jpg,
Signature Design Ashley Calverson Platform Bed Queen Mocha,Bed,Amazon,"Modern, Minimalist","Mocha, Brown",229.99,Bedroom,https://www.amazon.com/Signature-Design-Ashley-Calverson-Mid-Century/dp/B092YFQFWC,https://m.media-amazon.com/images/I/61ZFwQtQ7XS._AC_SX300_SY300_QL70_FMwebp_.jpg,
Christopher Knight Home Barron Dining Chairs Set 2 Light Grey,Chair,Amazon,"Mid-Century, Modern","Light Gray, Walnut",179.99,Dining Room,https://www.amazon.com/Christopher-Knight-Home-299972-Barron/dp/B07D9CPCRR,https://m.media-amazon.com/images/I/71VXQhCYdoL._AC_SY300_SX300_QL70_FMwebp_.jpg,
Flash Furniture HERCULES 500lb Black Vinyl Stacking Chair,Chair,Amazon,"Modern, Minimalist",Black,79.99,Dining Room,https://www.amazon.com/Flash-Furniture-HERCULES-Capacity-Stacking/dp/B003WOUVQE,https://m.media-amazon.com/images/I/71DJmvpBIJL._AC_SX300_SY300_QL70_FMwebp_.jpg,
GreenForest Dining Table Rectangular Modern Black,Table,Amazon,"Modern, Minimalist",Black,129.99,Dining Room,https://www.amazon.com/GreenForest-Dining-Table-Rectangular-Black/dp/B089SQD278,https://m.media-amazon.com/images/I/51vcOi2RKlL._AC_SX300_SY300_QL70_FMwebp_.jpg,
Nathan James Piper Faux Marble Coffee Table Gold,Table,Amazon,"Modern, Minimalist","White, Gold",109.99,Living Room,https://www.amazon.com/Nathan-James-Marble-Modern-Living/dp/B07X24L458,https://m.media-amazon.com/images/I/91gXe35YVKL._AC_SY300_SX300_QL70_FMwebp_.jpg,
Nathan James Theo 5-Shelf Ladder Bookcase,Storage,Amazon,"Industrial, Modern","Brown, Black",89.99,Living Room,https://www.amazon.com/Nathan-James-65501-Bookshelf-Bookcase/dp/B07F8LYKFY,https://m.media-amazon.com/images/I/71TRZuq7z7L._AC_SY300_SX300_QL70_FMwebp_.jpg,
Furinno Turn-N-Tube Corner Display Rack Walnut,Storage,Amazon,"Modern, Minimalist","Walnut, Brown",39.99,Living Room,https://www.amazon.com/Furinno-2-99811WN-Turn-N-Tube-Corner-Display/dp/B07MVQ6YZV,https://m.media-amazon.com/images/I/71Q0iJ3r6eL._AC_SY300_SX300_QL70_FMwebp_.jpg,
Modway Render 48 TV Stand Walnut,Storage,Amazon,"Mid-Century, Modern","Walnut, Brown",219.99,Living Room,https://www.amazon.com/Modway-Render-Mid-Century-Modern-Profile/dp/B078KDCJHT,https://m.media-amazon.com/images/I/61Vnu2LAHHS._AC_SY300_SX300_QL70_FMwebp_.jpg,
VASAGLE 5-Tier Industrial Bookshelf Rustic Brown,Storage,Amazon,"Industrial, Modern","Rustic Brown, Black",69.99,Living Room,https://www.amazon.com/VASAGLE-Bookshelf-Bookcase-Industrial-ULLS025B01/dp/B086TY1688,https://m.media-amazon.com/images/I/71YgFaDEE1L._AC_SY300_SX300_QL70_FMwebp_.jpg,
SONGMICS MAZIE 43 Folding Storage Ottoman Dark Gray,Bench,Amazon,"Industrial, Modern",Dark Gray,79.99,Living Room,https://www.amazon.com/SONGMICS-ULSF77K-Folding-Ottoman-Storage/dp/B07JNFKYC3,https://m.media-amazon.com/images/I/810mT03Bl1L._AC_SY300_SX300_QL70_FMwebp_.jpg,
Linon Bench Blue Linen,Bench,Amazon,"Modern, Minimalist",Blue,149.99,Living Room,https://www.amazon.com/Linon-368254BLU01U-Bench-Blue/dp/B07D9CT87X,https://m.media-amazon.com/images/I/81S7GwhXwGL._AC_SX300_SY300_QL70_FMwebp_.jpg,
HEMNES Bed Frame Twin White,Bed,IKEA,"Scandinavian, Minimalist","White, Pine",249,Bedroom,https://www.ikea.com/us/en/p/hemnes-bed-frame-white-stain-luroey-s09011674/,https://www.ikea.com/us/en/images/products/hemnes-bed-frame-white-stain-luroey__0948863_pe799334_s5.jpg,
HEMNES Bed Frame Twin Black-Brown,Bed,IKEA,"Scandinavian, Minimalist","Black, Brown",249,Bedroom,https://www.ikea.com/us/en/p/hemnes-bed-frame-black-brown-30249551/,https://www.ikea.com/us/en/images/products/hemnes-bed-frame-black-brown__0948862_pe799356_s5.jpg,
HEMNES Bed Frame Full Black-Brown,Bed,IKEA,"Scandinavian, Minimalist","Black, Brown",299,Bedroom,https://www.ikea.com/us/en/p/hemnes-bed-frame-black-brown-s29931577/,https://www.ikea.com/us/en/images/products/hemnes-bed-frame-black-brown__0637551_pe704560_s5.jpg,
HEMNES Bed Frame Queen White,Bed,IKEA,"Scandinavian, Minimalist","White, Pine",329,Bedroom,https://www.ikea.com/us/en/p/hemnes-bed-frame-white-stain-luroey-s99007856/,https://www.ikea.com/us/en/images/products/hemnes-bed-frame-white-stain-luroey__0637516_pe698353_s5.jpg,
HEMNES Bed Frame Queen Black-Brown,Bed,IKEA,"Scandinavian, Minimalist","Black, Brown",329,Bedroom,https://www.ikea.com/us/en/p/hemnes-bed-frame-black-brown-s19931592/,https://www.ikea.com/us/en/images/products/hemnes-bed-frame-black-brown__0637551_pe704560_s5.jpg,
HEMNES Bed Frame King Black-Brown,Bed,IKEA,"Scandinavian, Minimalist","Black, Brown",379,Bedroom,https://www.ikea.com/us/en/p/hemnes-bed-frame-black-brown-s49931581/,https://www.ikea.com/us/en/images/products/hemnes-bed-frame-black-brown__0637551_pe704560_s5.jpg,
HEMNES Storage Bed Full White,Bed,IKEA,"Scandinavian, Modern","White, Pine",429,Bedroom,https://www.ikea.com/us/en/p/hemnes-bed-frame-with-2-storage-boxes-white-stain-luroey-s29275310/,https://www.ikea.com/us/en/images/products/hemnes-bed-frame-with-2-storage-boxes-white-stain-luroey__1154514_pe886090_s5.jpg,
HEMNES Storage Bed Queen White,Bed,IKEA,"Scandinavian, Modern","White, Pine",529,Bedroom,https://www.ikea.com/us/en/p/hemnes-bed-frame-with-4-storage-boxes-white-stain-luroey-s89172352/,https://www.ikea.com/us/en/images/products/hemnes-bed-frame-with-4-storage-boxes-white-stain-luroey__1154513_pe886108_s5.jpg,
HEMNES Storage Bed Queen Black-Brown,Bed,IKEA,"Scandinavian, Modern","Black, Brown",529,Bedroom,https://www.ikea.com/us/en/p/hemnes-bed-frame-with-4-storage-boxes-black-brown-luroey-s29172350/,https://www.ikea.com/us/en/images/products/hemnes-bed-frame-with-4-storage-boxes-black-brown-luroey__0948874_pe799343_s5.jpg,
MALM Bed Frame Full White,Bed,IKEA,"Modern, Minimalist",White,229,Bedroom,https://www.ikea.com/us/en/p/malm-storklinta-bedroom-furniture-set-of-4-white-s79577659/,https://www.ikea.com/us/en/images/products/malm-storklinta-bedroom-furniture-set-of-4-white__1370846_pe959024_s5.jpg,
MALM Bed Frame Queen White,Bed,IKEA,"Modern, Minimalist",White,249,Bedroom,https://www.ikea.com/us/en/p/malm-storklinta-bedroom-furniture-set-of-4-white-s19577657/,https://www.ikea.com/us/en/images/products/malm-storklinta-bedroom-furniture-set-of-4-white__1370846_pe959024_s5.jpg,
MALM Bed Frame King White,Bed,IKEA,"Modern, Minimalist",White,279,Bedroom,https://www.ikea.com/us/en/p/malm-storklinta-bedroom-furniture-set-of-4-white-s99577658/,https://www.ikea.com/us/en/images/products/malm-storklinta-bedroom-furniture-set-of-4-white__1370846_pe959024_s5.jpg,
MALM Bed Frame Queen Oak,Bed,IKEA,"Modern, Scandinavian","Oak, Brown",269,Bedroom,https://www.ikea.com/us/en/p/malm-storklinta-bedroom-furniture-set-of-2-oak-veneer-oak-effect-s29577666/,https://www.ikea.com/us/en/images/products/malm-storklinta-bedroom-furniture-set-of-2-oak-veneer-oak-effect__1435473_pe983842_s5.jpg,
KALLAX Shelf Unit 2x2 White,Storage,IKEA,"Modern, Minimalist",White,89,Living Room,https://www.ikea.com/us/en/p/kallax-shelf-unit-white-20275814/,https://www.ikea.com/us/en/images/products/kallax-shelf-unit-white__0644753_pe702937_s5.jpg,
KALLAX Shelf Unit 4x1 White with 4 Drawers,Storage,IKEA,"Modern, Minimalist",White,129,Living Room,https://www.ikea.com/us/en/p/kallax-shelf-unit-with-2-inserts-with-4-drawers-white-s79278293/,https://www.ikea.com/us/en/images/products/kallax-shelf-unit-with-2-inserts-with-4-drawers-white__0754392_pe747903_s5.jpg,
KALLAX Shelf Unit 4x1 Oak with 4 Drawers,Storage,IKEA,"Modern, Scandinavian","Oak, Brown",129,Living Room,https://www.ikea.com/us/en/p/kallax-shelf-unit-with-2-inserts-with-4-drawers-white-stained-oak-effect-s79197584/,https://www.ikea.com/us/en/images/products/kallax-shelf-unit-with-2-inserts-with-4-drawers-white-stained-oak-effect__0754389_pe747900_s5.jpg,
KALLAX Shelf Unit 4x1 Black-Brown with 4 Drawers,Storage,IKEA,"Modern, Scandinavian","Black, Brown",129,Living Room,https://www.ikea.com/us/en/p/kallax-shelf-unit-with-2-inserts-with-4-drawers-black-brown-s39278290/,https://www.ikea.com/us/en/images/products/kallax-shelf-unit-with-2-inserts-with-4-drawers-black-brown__0754390_pe747901_s5.jpg,
KALLAX Shelving Unit 4x2 White with Underframe,Storage,IKEA,"Modern, Minimalist",White,179,Living Room,https://www.ikea.com/us/en/p/kallax-shelving-unit-with-underframe-with-2-shelf-inserts-white-s99552912/,https://www.ikea.com/us/en/images/products/kallax-shelving-unit-with-underframe-with-2-shelf-inserts-white__1274671_pe930474_s5.jpg,
KALLAX Shelving Unit 4x2 White with 2 Shelves,Storage,IKEA,"Modern, Minimalist",White,159,Living Room,https://www.ikea.com/us/en/p/kallax-shelving-unit-with-2-shelf-inserts-white-s39552905/,https://www.ikea.com/us/en/images/products/kallax-shelving-unit-with-2-shelf-inserts-white__1246159_pe922029_s5.jpg,
KALLAX Shelving Unit 4x2 White with 2 Doors,Storage,IKEA,"Modern, Scandinavian",White,199,Living Room,https://www.ikea.com/us/en/p/kallax-shelving-unit-with-2-doors-with-2-shelf-inserts-white-s79552908/,https://www.ikea.com/us/en/images/products/kallax-shelving-unit-with-2-doors-with-2-shelf-inserts-white__1286557_pe933608_s5.jpg,
KALLAX Shelving 4x2 with 2 Doors 4 Drawers,Storage,IKEA,"Modern, Scandinavian",White,249,Living Room,https://www.ikea.com/us/en/p/kallax-shelving-unit-with-underframe-with-2-doors-4-drawers-white-s79552913/,https://www.ikea.com/us/en/images/products/kallax-shelving-unit-with-underframe-with-2-doors-4-drawers-white__1245496_pe921638_s5.jpg,
BILLY Bookcase White 31x79 with Doors,Storage,IKEA,"Scandinavian, Minimalist",White,79,Living Room,https://www.ikea.com/us/en/p/billy-bookcase-with-doors-white-s39581494/,https://www.ikea.com/us/en/images/products/billy-bookcase-with-doors-white__0667808_pe714092_s5.jpg,
BILLY Bookcase Oak 31x79,Storage,IKEA,"Scandinavian, Minimalist","Oak, Brown",79,Living Room,https://www.ikea.com/us/en/p/billy-bookcase-oak-effect-10508932/,https://www.ikea.com/us/en/images/products/billy-bookcase-oak-effect__1097086_pe864714_s5.jpg,
BILLY Bookcase Black Oak 31x79,Storage,IKEA,"Scandinavian, Modern","Black, Brown",79,Living Room,https://www.ikea.com/us/en/p/billy-bookcase-black-oak-effect-40477340/,https://www.ikea.com/us/en/images/products/billy-bookcase-black-oak-effect__1097080_pe864708_s5.jpg,
BILLY Bookcase Dark Brown Oak 31x79,Storage,IKEA,"Scandinavian, Modern",Brown,79,Living Room,https://www.ikea.com/us/en/p/billy-bookcase-dark-brown-oak-effect-80492782/,https://www.ikea.com/us/en/images/products/billy-bookcase-dark-brown-oak-effect__1097079_pe864707_s5.jpg,
BILLY Bookcase Oak 15x79,Storage,IKEA,"Scandinavian, Minimalist","Oak, Natural",69,Living Room,https://www.ikea.com/us/en/p/billy-bookcase-oak-effect-60477382/,https://www.ikea.com/us/en/images/products/billy-bookcase-oak-effect__1097081_pe864709_s5.jpg,
BILLY Bookcase Oak 31x41,Storage,IKEA,"Scandinavian, Minimalist","Oak, Natural",59,Living Room,https://www.ikea.com/us/en/p/billy-bookcase-oak-effect-90477385/,https://www.ikea.com/us/en/images/products/billy-bookcase-oak-effect__1097104_pe864732_s5.jpg,
Aizlyn Nightstand Set of 2,Storage,Wayfair,"Mid-Century, Modern","Black, Gold",265.99,Bedroom,https://www.wayfair.com/furniture/pdp/wrought-studio-aizlyn-2-drawer-solid-wood-nightstand-w008840805.html,https://assets.wfcdn.com/im/65784522/compr-r85/2891/289194285/Aizlyn+Mid-Century+Modern+Solid+Wood+Groove-Handle+Nightstands.jpg,
Lafever 3-Drawer Nightstand Set,Storage,Wayfair,"Mid-Century, Modern","White, Natural",289.99,Bedroom,https://www.wayfair.com/furniture/pdp/george-oliver-lafever-3-drawer-solid-wood-nightstand-w008840405.html,https://assets.wfcdn.com/im/00162124/compr-r85/2005/200564269/Lafever+Mid-Century+Modern+Minimalist+3-Drawer+Solid+Wood+Nightstands.jpg,
Ebern Solid Wood Nightstand,Storage,Wayfair,"Scandinavian, Minimalist","Oak, Natural",179.99,Bedroom,https://www.wayfair.com/furniture/pdp/ebern-designs-glenni-1-drawer-solid-wood-nightstand-w114965595.html,https://assets.wfcdn.com/im/56217230/compr-r85/4008/400847922/Solid+Wood+Mid-Century+Modern+Nightstand.jpg,
Jhasir Acacia Nightstand,Storage,Wayfair,"Japandi, Minimalist","Acacia, Brown",199.99,Bedroom,https://www.wayfair.com/furniture/pdp/union-rustic-jhasir-2-drawer-solid-wood-nightstand-w100720644.html,https://assets.wfcdn.com/im/57655033/compr-r85/2367/236787725/Acacia+Jhasir+Solid+Wood+Nightstand%2C+Mid+Century+Modern+Side+Table+Bedroom+with+Storage.jpg,
Harmony Carved Japandi Nightstand,Storage,Wayfair,"Japandi, Scandinavian","Natural, White",239.99,Bedroom,https://www.wayfair.com/furniture/pdp/mistana-harmony-1-drawer-solid-wood-nightstand-w114162996.html,https://assets.wfcdn.com/im/88036656/compr-r85/3443/344311187/Harmony+Solid+Wood+2-Drawer+Nightstand+%E2%80%93+Mid-Century+Modern+Bedside+Table+with+Hand-Carved+Wood+Texture.jpg,
LISABO Chair Ash,Chair,IKEA,"Scandinavian, Minimalist","Ash, Natural",80,Living Room,https://www.ikea.com/us/en/p/lisabo-chair-ash-00457235/,https://www.ikea.com/us/en/images/products/lisabo-chair-ash__0786549_pe763015_s5.jpg,
LISABO Chair Black,Chair,IKEA,"Scandinavian, Modern",Black,80,Living Room,https://www.ikea.com/us/en/p/lisabo-chair-black-60446786/,https://www.ikea.com/us/en/images/products/lisabo-chair-black__0786548_pe763014_s5.jpg,
LISABO Chair Ash with Cushion,Chair,IKEA,"Scandinavian, Modern","Ash, White, Black",120,Living Room,https://www.ikea.com/us/en/p/lisabo-cushioned-chair-ash-white-black-90561044/,https://www.ikea.com/us/en/images/products/lisabo-chair-ash-tallmyra-white-black__1243660_pe920705_s5.jpg,
LISABO Chair Black with Cushion,Chair,IKEA,"Scandinavian, Modern","Black, Gray",120,Living Room,https://www.ikea.com/us/en/p/lisabo-cushioned-chair-black-gray-90561039/,https://www.ikea.com/us/en/images/products/lisabo-chair-black-tallmyra-black-gray__1243670_pe920712_s5.jpg,
LISABO Table + 4 Chairs Ash,Table,IKEA,"Scandinavian, Minimalist","Ash, Natural",579,Living Room,https://www.ikea.com/us/en/p/lisabo-table-and-4-chairs-ash-s49385529/,https://www.ikea.com/us/en/images/products/lisabo-lisabo-table-and-4-chairs-ash-veneer-ash__0921113_pe787668_s5.jpg,
LISABO Table + 4 Chairs Black,Table,IKEA,"Scandinavian, Modern",Black,589,Living Room,https://www.ikea.com/us/en/p/lisabo-table-and-4-chairs-black-s89385532/,https://www.ikea.com/us/en/images/products/lisabo-lisabo-table-and-4-chairs-ash-veneer-black__0921114_pe787670_s5.jpg,
LISABO Table + 2 Chairs Black,Table,IKEA,"Scandinavian, Minimalist",Black,349,Living Room,https://www.ikea.com/us/en/p/lisabo-table-and-2-chairs-black-s49545090/,https://www.ikea.com/us/en/images/products/lisabo-lisabo-table-and-2-chairs-black-black__1241017_pe919624_s5.jpg,
HEMNES Coffee Table White Stain,Table,IKEA,"Scandinavian, Minimalist","White, Pine",149,Living Room,https://www.ikea.com/us/en/p/hemnes-coffee-table-white-stain-light-brown-30413495/,https://www.ikea.com/us/en/images/products/hemnes-coffee-table-white-stain-light-brown__0735559_pe740009_s5.jpg,
LACK Coffee Table White,Table,IKEA,"Modern, Minimalist",White,29.99,Living Room,https://www.ikea.com/us/en/p/lack-coffee-table-white-30449908/,https://www.ikea.com/us/en/images/products/lack-side-table-white__0702210_pe724345_s5.jpg,
LACK Coffee Table Black,Table,IKEA,"Modern, Minimalist",Black,29.99,Living Room,https://www.ikea.com/us/en/p/lack-coffee-table-black-brown-00104291/,https://www.ikea.com/us/en/images/products/lack-coffee-table-black-brown__57537_pe163119_s5.jpg,
MICKE Desk White,Table,IKEA,"Modern, Minimalist",White,79,Living Room,https://www.ikea.com/us/en/p/micke-desk-white-20244747/,https://www.ikea.com/us/en/images/products/micke-desk-black-brown__0736021_pe740348_s5.jpg,
"KIVIK Sofa, Gunnared beige",Sofa,IKEA,Modern,Beige,599,Living Room,https://www.ikea.com/us/en/p/kivik-sofa-gunnared-beige-s89499703/,https://www.ikea.com/us/en/images/products/kivik-sofa-gunnared-beige__0781491_pe760799_s5.jpg,
"KIVIK 1-Seat Sleeper Sofa, Tallmyra blue",Sofa,IKEA,Modern,Blue,499,Living Room,https://www.ikea.com/us/en/p/kivik-1-seat-sleeper-sofa-tallmyra-blue-s09499655/,https://www.ikea.com/us/en/images/products/kivik-1-seat-sleeper-sofa-tallmyra-blue__1191060_pe900437_s5.jpg,
"KIVIK Sofa, Tibbleby beige/gray",Sofa,IKEA,Modern,Beige,599,Living Room,https://www.ikea.com/us/en/p/kivik-sofa-tibbleby-beige-gray-s39440593/,https://www.ikea.com/us/en/images/products/kivik-sofa-tibbleby-beige-gray__1056144_pe848277_s5.jpg,
"KIVIK Sofa with Chaise, Tresund anthracite",Sofa,IKEA,Modern,Gray,899,Living Room,https://www.ikea.com/us/en/p/kivik-sofa-with-chaise-tresund-anthracite-s09482848/,https://www.ikea.com/us/en/images/products/kivik-sofa-with-chaise-tresund-anthracite__1124126_pe875027_s5.jpg,
"KIVIK 1-Seat Sleeper Sofa, Tibbleby beige/gray",Sofa,IKEA,Modern,Beige,479,Living Room,https://www.ikea.com/us/en/p/kivik-1-seat-sleeper-sofa-tibbleby-beige-gray-s29470236/,https://www.ikea.com/us/en/images/products/kivik-1-seat-sleeper-sofa-tibbleby-beige-gray__1130878_pe877951_s5.jpg,
"KIVIK 1-Seat Sleeper Sofa, Gunnared light green",Sofa,IKEA,Modern,Green,499,Living Room,https://www.ikea.com/us/en/p/kivik-1-seat-sleeper-sofa-gunnared-light-green-s59499653/,https://www.ikea.com/us/en/images/products/kivik-1-seat-sleeper-sofa-gunnared-light-green__1132756_pe878290_s5.jpg,
"MICKE Desk, white",Table,IKEA,Modern,White,99.99,Office,https://www.ikea.com/us/en/p/micke-desk-white-80213074/,https://www.ikea.com/us/en/images/products/micke-desk-white__0736018_pe740345_s5.jpg,
"MICKE Desk, black-brown",Table,IKEA,Modern,Black,99.99,Office,https://www.ikea.com/us/en/p/micke-desk-black-brown-10244743/,https://www.ikea.com/us/en/images/products/micke-desk-black-brown__0735981_pe740299_s5.jpg,
"MICKE Desk Small, black-brown",Table,IKEA,Modern,Black,64.99,Office,https://www.ikea.com/us/en/p/micke-desk-black-brown-20244747/,https://www.ikea.com/us/en/images/products/micke-desk-black-brown__0736021_pe740348_s5.jpg,
"MICKE Desk Large, white",Table,IKEA,Modern,White,99.99,Office,https://www.ikea.com/us/en/p/micke-desk-white-90214308/,https://www.ikea.com/us/en/images/products/micke-desk-white__0736020_pe740347_s5.jpg,
"MICKE Desk Large, black-brown",Table,IKEA,Modern,Black,99.99,Office,https://www.ikea.com/us/en/p/micke-desk-black-brown-60244745/,https://www.ikea.com/us/en/images/products/micke-desk-black-brown__0736019_pe740346_s5.jpg,
"MICKE Desk, anthracite/red",Table,IKEA,Modern,Gray,99.99,Office,https://www.ikea.com/us/en/p/micke-desk-anthracite-red-80489850/,https://www.ikea.com/us/en/images/products/micke-desk-anthracite-red__0921882_pe787985_s5.jpg,
"MICKE Desk Small, white",Table,IKEA,Modern,White,64.99,Office,https://www.ikea.com/us/en/p/micke-desk-white-30213076/,https://www.ikea.com/us/en/images/products/micke-desk-white__0736022_pe740349_s5.jpg,
"MICKE Corner Workstation, white",Table,IKEA,Modern,White,299.99,Office,https://www.ikea.com/us/en/p/micke-corner-workstation-white-50250713/,https://www.ikea.com/us/en/images/products/micke-corner-workstation-white__0734328_pe739442_s5.jpg,
"MICKE Desk, white/anthracite",Table,IKEA,Modern,White,99.99,Office,https://www.ikea.com/us/en/p/micke-desk-white-anthracite-10489839/,https://www.ikea.com/us/en/images/products/micke-desk-white-anthracite__0921886_pe787989_s5.jpg,
"RANARP Work Lamp, off-white",Storage,IKEA,Industrial,White,54.99,Office,https://www.ikea.com/us/en/p/ranarp-work-lamp-off-white-50231319/,https://www.ikea.com/us/en/images/products/ranarp-work-lamp-off-white__0610455_pe685514_s5.jpg,
"RANARP Wall/Clamp Spotlight, off-white",Storage,IKEA,Industrial,White,39.99,Living Room,https://www.ikea.com/us/en/p/ranarp-wall-clamp-spotlight-off-white-20231325/,https://www.ikea.com/us/en/images/products/ranarp-wall-clamp-spotlight-off-white__0606605_pe682409_s5.jpg,
"RANARP Floor Lamp, off-white",Storage,IKEA,Industrial,White,69.99,Living Room,https://www.ikea.com/us/en/p/ranarp-floor-reading-lamp-off-white-90231303/,https://www.ikea.com/us/en/images/products/ranarp-floor-reading-lamp-off-white__0606895_pe682605_s5.jpg,
"RANARP Wall/Clamp Spotlight, black",Storage,IKEA,Industrial,Black,39.99,Living Room,https://www.ikea.com/us/en/p/ranarp-wall-clamp-spotlight-black-80331402/,https://www.ikea.com/us/en/images/products/ranarp-wall-clamp-spotlight-black__0606607_pe682410_s5.jpg,
"RANARP Floor Lamp, black",Storage,IKEA,Industrial,Black,69.99,Living Room,https://www.ikea.com/us/en/p/ranarp-floor-reading-lamp-black-00331383/,https://www.ikea.com/us/en/images/products/ranarp-floor-reading-lamp-black__0606896_pe682604_s5.jpg,
"RANARP Pendant Lamp, black",Storage,IKEA,Industrial,Black,59.99,Dining Room,https://www.ikea.com/us/en/p/ranarp-pendant-lamp-black-10390956/,https://www.ikea.com/us/en/images/products/ranarp-pendant-lamp-black__0613059_pe686147_s5.jpg,
"RANARP Work Lamp, black",Storage,IKEA,Industrial,Black,54.99,Office,https://www.ikea.com/us/en/p/ranarp-work-lamp-black-10331392/,https://www.ikea.com/us/en/images/products/ranarp-work-lamp-black__0610458_pe685517_s5.jpg,
Article Feast Gravel Gray Dining Chair,Chair,Article,"Mid-Century, Modern","Gray, Walnut",149,Dining Room,https://article.com/product/3192/feast-gravel-gray-dining-chair,https://cdn-images.article.com/products/SKU3192/2890x1500/image86996.jpg,
IKEA FRIHETEN Sleeper Sofa Skiftebo Dark Gray,Sofa,IKEA,"Modern, Minimalist",Dark Gray,599,Living Room,https://www.ikea.com/us/en/p/friheten-sleeper-sofa-skiftebo-dark-gray-90341151/,https://www.ikea.com/us/en/images/products/friheten-sleeper-sofa-skiftebo-dark-gray__0525504_pe644868_s5.jpg,
IKEA SÖDERHAMN Sofa Viarp Beige Brown,Sofa,IKEA,"Modern, Minimalist","Beige, Brown",699,Living Room,https://www.ikea.com/us/en/p/soederhamn-sofa-viarp-beige-brown-s59305706/,https://www.ikea.com/us/en/images/products/soederhamn-sofa-viarp-beige-brown__0802692_pe768543_s5.jpg,
IKEA BEKANT Desk White 63 inch,Table,IKEA,"Modern, Minimalist",White,349,Living Room,https://www.ikea.com/us/en/p/bekant-desk-white-s19022808/,https://www.ikea.com/us/en/images/products/bekant-desk-white__0736420_pe740535_s5.jpg,
IKEA ALEX Desk White 52 inch,Table,IKEA,"Modern, Minimalist",White,189,Living Room,https://www.ikea.com/us/en/p/alex-desk-white-80483438/,https://www.ikea.com/us/en/images/products/alex-desk-white__0977666_pe813729_s5.jpg,
IKEA ALEX Drawer Unit White,Storage,IKEA,"Modern, Minimalist",White,119,Living Room,https://www.ikea.com/us/en/p/alex-drawer-unit-white-00473546/,https://www.ikea.com/us/en/images/products/alex-drawer-unit-white__0977775_pe813763_s5.jpg,
IKEA HEMNES Glass Door Cabinet 3 Drawers White,Storage,IKEA,"Scandinavian, Minimalist",White,349,Living Room,https://www.ikea.com/us/en/p/hemnes-glass-door-cabinet-with-3-drawers-white-stain-50371772/,https://www.ikea.com/us/en/images/products/hemnes-glass-door-cabinet-with-3-drawers-white-stain__0625607_pe692388_s5.jpg,
IKEA NORDLI 4-Drawer Dresser White,Storage,IKEA,"Modern, Minimalist",White,149,Bedroom,https://www.ikea.com/us/en/p/nordli-4-drawer-dresser-white-50589078/,https://www.ikea.com/us/en/images/products/nordli-4-drawer-dresser-white__1293672_pe938441_s5.jpg,
IKEA KALLAX Shelf Unit 4x4 White,Storage,IKEA,"Modern, Minimalist",White,159,Living Room,https://www.ikea.com/us/en/p/kallax-shelf-unit-white-30275861/,https://www.ikea.com/us/en/images/products/kallax-shelf-unit-white__0644546_pe702768_s5.jpg,
IKEA TARVA Bed Frame Queen Pine Luröy,Bed,IKEA,"Scandinavian, Minimalist","Pine, Natural",179,Bedroom,https://www.ikea.com/us/en/p/tarva-bed-frame-pine-luroey-s29007794/,https://www.ikea.com/us/en/images/products/tarva-bed-frame-pine-luroey__0637611_pe698421_s5.jpg,
IKEA BRIMNES Bed Frame with Storage Headboard Queen White,Bed,IKEA,"Modern, Minimalist",White,379,Bedroom,https://www.ikea.com/us/en/p/brimnes-bed-frame-with-storage-headboard-white-luroey-s59129609/,https://www.ikea.com/us/en/images/products/brimnes-bed-frame-with-storage-headboard-white-luroey__1151032_pe884763_s5.jpg,
IKEA BRIMNES Bed Frame with Storage Queen White,Bed,IKEA,"Scandinavian, Minimalist",White,299,Bedroom,https://www.ikea.com/us/en/p/brimnes-bed-frame-with-storage-white-luroey-s09007554/,https://www.ikea.com/us/en/images/products/brimnes-bed-frame-with-storage-white-luroey__1151024_pe884762_s5.jpg,
IKEA TARVA Bed Frame Queen White Stained,Bed,IKEA,"Scandinavian, Modern",White,599,Bedroom,https://www.ikea.com/us/en/p/tarva-bed-frame-white-stained-luroey-s59553956/,https://www.ikea.com/us/en/images/products/tarva-bed-frame-white-stained-luroey__1273534_pe930090_s5.jpg,
IKEA BRIMNES Bed Frame with Storage Queen Black,Bed,IKEA,"Modern, Minimalist",Black,179,Bedroom,https://www.ikea.com/us/en/p/brimnes-bed-frame-with-storage-black-luroey-s69007551/,https://www.ikea.com/us/en/images/products/brimnes-bed-frame-with-storage-black-luroey__1151031_pe884735_s5.jpg,
IKEA TARVA Bed Frame Queen Pine,Bed,IKEA,"Modern, Minimalist",White,129,Bedroom,https://www.ikea.com/us/en/p/tarva-bed-frame-pine-s29930097/,https://www.ikea.com/us/en/images/products/tarva-bed-frame-pine__0637611_pe698421_s5.jpg,
IKEA IDANÄS Upholstered Bed Frame Queen Dark Gray,Bed,IKEA,"Modern, Scandinavian",Dark Gray,549,Bedroom,https://www.ikea.com/us/en/p/idanaes-upholstered-bed-frame-gunnared-dark-gray-60458958/,https://www.ikea.com/us/en/images/products/idanaes-upholstered-bed-frame-gunnared-dark-gray__0953726_pe802891_s5.jpg,
